"business_id","stars","averageworkingtime","totalworkingtime","days"
"Sg3qj0mhSEYX4Co3fVHHwQ",1.5,24,168,7
"x8lqSZH33vZ6WM1gtdJvog",3.5,9.42857142857143,66,7
"2PBPh8LTwt_mXP0GUYa9NQ",4,NA,NA,NA
"mUONuCWBKukMO2uyVxLY5Q",3.5,10,70,7
"iT9KMTR8NqYwSCW-zMUOxw",3.5,11.2142857142857,78.5,7
"qpa8Y4VAMQKh8P5zqC5Y4g",4,15.5,93,6
"UTtXuA_bPa0w24G89SKM6g",3.5,12.2857142857143,86,7
"DUuZjarJ7vOHJNEHNI0WUw",3.5,11.5714285714286,81,7
"RBDZJkVqB1PrdlyTzfhyqQ",4.5,9.8,49,5
"oteTUg7lVM1CEFrq2Z8nLQ",3.5,12.2857142857143,86,7
"wp5FAtCGMyU2RnQ-7kxKHQ",3.5,12.1428571428571,85,7
"09E4gjiUN_nSqaTprCLD9A",3.5,5.25,31.5,6
"GdkLXpf4M5iVLUICs1Do6w",3,16.5714285714286,116,7
"YKOKwx7RgJ9SwDC5MdI2gw",3.5,13.1428571428571,92,7
"dU2a2KtObGhcqzEqBL0Mig",4,5.58333333333333,33.5,6
"szlIcLQE7K-1JuKeJIRKsQ",2.5,NA,NA,NA
"4m7JeLnlv69jgC2nenPiPQ",4,14.1428571428571,99,7
"-wn8LcDQGOuMzU4RAC4VxQ",3.5,NA,NA,NA
"1qmDaCGJTam1--pEIuvkbg",3,NA,NA,NA
"0ajTatYvxoFd7-C22r6L4w",2.5,12.6428571428571,88.5,7
"7KB_fvSCGJQfq0rFl4_ecg",3.5,11.3571428571429,79.5,7
"P7tnvgfHFCretdRxIEwbPw",4,10.2142857142857,71.5,7
"WQtacDLMzqmWC4Ks6cMyFQ",4.5,12.1428571428571,85,7
"7TMcUzNqnUV5Bfwni800HQ",1.5,18.5,129.5,7
"MtViLqobs9m4Ia07Sdux0Q",4,9.66666666666667,58,6
"s4M4QcJvxJ5IY0DQJo-sCA",5,11,66,6
"t6OSEZiX-w68k2f3gR47qw",3.5,13.1428571428571,92,7
"du3ByDOljqO31wgRkvX5Nw",2.5,14.1428571428571,99,7
"L3ysePkSGjp11VIcmA3A-Q",3,14,98,7
"b6DAp8hLHpSHMi2fGOB7Lw",4,11.2857142857143,79,7
"I-D4qEtJJ4okSLrLKxMMRw",3.5,19.2857142857143,135,7
"bnscF25BWatvO1Z-j87NXQ",4,12.2857142857143,86,7
"qFJ_kdfLdNODKFUY4t0qVg",4,9.83333333333333,59,6
"rDSw_6HEAsF6wmcUF6ZZkA",4,24,168,7
"i17-RGooGWIad0y5YtaBtQ",4,11,77,7
"oOo7b2D2uHCOsy9Xczf0uw",4,NA,NA,NA
"azE1DNVQFBU8boVbaJhj7w",3.5,9.14285714285714,64,7
"ZfARN3QejrWsDJu3OtRdkg",3,15,105,7
"ijNQXC2cBhbkf6iB6D8OJw",3,16.2857142857143,114,7
"YF3MsPifKWOMZ75TBFE13A",2.5,11.2857142857143,79,7
"NroyyTFsCWXnqUIn5UXFlQ",4.5,10,70,7
"N8FdrKl0y_E_mUOj8VSFuA",3.5,9.28571428571429,65,7
"MBirSnTW4pt2k7Ny6KC72w",3,12.8571428571429,90,7
"a7xD9CEepfivEZAKrCEPbw",2.5,NA,NA,NA
"pUG78UwsExWcmaHW1JL6MA",3,10.6666666666667,64,6
"UrasJvrHtYLK0QAvqZzwvQ",5,NA,NA,NA
"Q_2DxyQ9nHLRdYciJaNLHg",4,11,77,7
"6_z-FekIoJzmMMBMFHh6Iw",5,11.1428571428571,78,7
"AxQpS88KrBS0Fa0py1C6IQ",5,9,9,1
"EJMrzeE8fraZGiNvdPzsnQ",3.5,NA,NA,NA
"wtDLILBaj5BGEbYvWGfNUw",4,14.1428571428571,99,7
"Qi2vOSs7AIeen_zrWt6WDA",2.5,NA,NA,NA
"odfX0wO7fOyqa8oobxh96w",2.5,8.35714285714286,58.5,7
"K1fjQO9sT_cQWaL6nbTG6Q",4,11,77,7
"MaiEFfOd1btsTt2vBTMfZQ",3,13.5,94.5,7
"rVqw2DVJwZnZ1FV-ZYa-Mw",4.5,NA,NA,NA
"H4YK4AK3TimOFmv9GtqPGQ",3,9.83333333333333,59,6
"Q9OW5SmEvK3CisK5vlMVpg",3.5,NA,NA,NA
"wHlLjTBWPEbxHw6ZysSKIg",4,9.91666666666667,59.5,6
"ivugOYd-QcXVEfnm1OyqZA",3.5,13.5,94.5,7
"MxXo4qc5lXAbis-umS_2pw",2,12.2857142857143,86,7
"41f1utKc483Fw4mP4AFfJA",3,11.2857142857143,79,7
"AX64Yw-0pTjKP-33hU-JPw",4,9.5,57,6
"YDJGN_WXkXBAp2LTXvjyaA",3,NA,NA,NA
"jItwkDeMBFquEb7mAvW-Dw",1.5,NA,NA,NA
"w67o_AhcSU_fjVOTlbquXg",3,15.4285714285714,108,7
"oaTbZh8B-IVFEwbzJcIOBg",4,10.5714285714286,74,7
"h9jF_8nSI8uYU7aTIkaW5Q",4,10.9285714285714,76.5,7
"DiSARzaWBeNyB4oU047TcA",4,11,66,6
"lK7gnWVs81PI1XxeJ7DEPA",4.5,10.7142857142857,75,7
"Bf-yMQiSmDZyqfGyFKQ0bA",4,14.5,87,6
"72Q-Gu4rye0kEMWuw7P2oQ",4,NA,NA,NA
"08t3_HjbpLyPeuft6eoa5A",4.5,12.8571428571429,90,7
"dFIeUXVsZuOsNCPPjPAdxw",4,NA,NA,NA
"EbxaQO95C7PUNTmokE70XA",5,10.7142857142857,75,7
"N_k0rBm3OcJlAexLlhGRiw",2.5,NA,NA,NA
"QzJRy39dMq844mPzj9Mlfw",2.5,NA,NA,NA
"VT8vUd-2s5IdvSNwhNHkpg",4.5,8.75,61.25,7
"heTUR_TGWJ9iYiiEWnikXg",3.5,9,63,7
"3RWJGTSIRvGmIbwvMqAOuw",3.5,7.83333333333333,47,6
"dHgbL5EAEawIcqk6aXe2Ow",2,10,70,7
"iDty9l-Hsdb2ntXVF7PSfw",4,NA,NA,NA
"DNOXngMi7USPPY5-6BY2ZQ",4.5,9.08333333333333,54.5,6
"JxSmlL_MckX0dvS5XBg0Cg",4,9,54,6
"Tn4PV88E9jlC2xhvqN8zAA",3,13.1428571428571,92,7
"UCJpL9VFk3g1B2gjRlLy_g",3.5,11.5714285714286,81,7
"HKzPwCmhz8sLDVCFQzmqUw",2.5,NA,NA,NA
"aNFEAh4xClhLYK8K4ZDpCA",2,11.7857142857143,82.5,7
"PWvPIzCrWNYGSiFxOF_Zfg",4.5,5.16666666666667,31,6
"VObfskmUmh8vdpx60lruOw",3,14.9285714285714,104.5,7
"8n13xwvvcuZUylr-y3eNMg",2.5,12.2857142857143,86,7
"nYFhYM9JQbWnxI3zEd-gug",4.5,NA,NA,NA
"8vqAiSXLuBcQc38pbfE0Xw",4,15.9285714285714,111.5,7
"-8F04F54iDT6VgWPCgybug",4.5,12,84,7
"pF8eI3VIN8J4vroeywv5tg",2.5,10.4285714285714,73,7
"l8IqBeFXK3dqFEs7YL3ukg",3.5,12.7142857142857,89,7
"dw19X71GczTLQpwAC-jIwQ",4,NA,NA,NA
"QXR-YnHgV0qDyuUTckYeGw",3.5,11.4285714285714,80,7
"3b2R0n1lyUSBB-itvB8Caw",4.5,9.4,47,5
"VGxJbglGlx-a7Gdc55Q6jQ",3,6.35714285714286,44.5,7
"JBrwWVhNm8PFhTOVkuXk4Q",3,21,147,7
"L7wyRIU1j9vRnoEs7DmatA",4.5,10.8571428571429,76,7
"e9KXojla4OuVP7qcC5LNsg",4,9.71428571428571,68,7
"yUioLsYsz-oXpFhtw6qQCw",3.5,NA,NA,NA
"MKYcOZSpMwJK7uwacK13EA",4.5,12.5714285714286,88,7
"1_Dg-GguWatioW4mvFQKQA",4,4.92857142857143,34.5,7
"e8kK01COAK614-RuKlXHug",4,11,77,7
"M5rnBQaFtjYTn3T9NIZwcA",3.5,11.1428571428571,78,7
"vHJiewL8K7QcDlm4qDR6Cw",2,NA,NA,NA
"Ha9J5J_IVc_LQabC3tPLQQ",4,4.4,22,5
"FoE4UrH-Zg8EcNwuJgZWGA",3,NA,NA,NA
"TKl7B-aVZY331W7e2Qd9Zw",3.5,9.85714285714286,69,7
"_v-ohI2mMcUg8-3p3b12Ow",3.5,14.4285714285714,101,7
"fCkvpPqOziXHHu-f8tbeZw",3,10.4285714285714,73,7
"flOEjRpPmiO42oRmJ51glw",4.5,6,42,7
"liLtjZzKc0sv9ZJDMHQesA",2.5,NA,NA,NA
"9coZa838egYONxSdTe-wUg",3.5,11,77,7
"FmBKx7mv-jdh6KJ7Vq2v5w",3.5,NA,NA,NA
"SLjVCw1XCU9mLgD7yNeHqA",3,11.2857142857143,79,7
"FI1JaVkuiZdb23Ds-mpBeg",4,8.5,59.5,7
"6yOvfTHmxFJtQQKLjJ4WqA",3.5,24,168,7
"9sUIgzBxFuGEAObwEEwlHw",4,8,48,6
"PaU0Z2Zho5dK6BlSz4XjiA",3.5,10,50,5
"ik5eS5kHpz7KVNLJCpJkXA",3,14.2857142857143,100,7
"uBrszqceiTByo55osdyXwg",4,10.5,73.5,7
"klls1rEfABAUtO8J0YXSGQ",4,12.2857142857143,86,7
"50UjA4nDdqypN-hBUOAPmQ",3.5,5.33333333333333,32,6
"vLxpEHKZFzv8LYY5eeGjTg",4,NA,NA,NA
"5MXNeLctex2NmVZHnSvIvg",4,5.4,27,5
"s9D5aHnOTebfzcBLIPr-Zw",3,NA,NA,NA
"Wqdws1zeQYTzV_7jq1a0hw",2.5,NA,NA,NA
"4jNjYtxZ9tPOx6cl9SUIOA",3.5,NA,NA,NA
"qNW7COeY65edtGU98xkQNg",3.5,NA,NA,NA
"lmSKv80gmyCpXtgXQ0AfbQ",5,NA,NA,NA
"o8TpuB5PmdXXYQhG_SxmhQ",2.5,11.0714285714286,77.5,7
"XNWXyFgCGaAwvg9QML2Ypw",3.5,15,105,7
"HFr3uQI9h8sTTvGn3xk5Zg",3.5,NA,NA,NA
"yVInYuyaqIFqD5VyX7Vn0w",3,14.1428571428571,99,7
"ziJsGjXvidzZWC1I0-SOSg",3.5,4.64285714285714,32.5,7
"Mf1tLeJhoab7fN2r7rGB7g",3,NA,NA,NA
"uh5dMhIZygTzXEvn5K10jg",3,11,77,7
"AyamCmzsGAVluH8MDQsJbA",4,12,84,7
"gbDZhohLAOL1ufdVWHMTxQ",2,NA,NA,NA
"CwfeDdtVKcUEg_thGOlWAg",3.5,12.4285714285714,87,7
"_jdEeATPzBYYBM0Y9W31Bg",3.5,NA,NA,NA
"RHxhM0GLk2iTUsOINNzkqg",2.5,16.7142857142857,117,7
"OFdMlXxtkU_nUh8jJ4W6GA",4.5,12.5714285714286,88,7
"6CjVFTO7F-q8BP7oQKB_9g",3.5,8.78571428571429,61.5,7
"3zR3Uj23aXY1V3L2qt1t6w",4.5,4.5,31.5,7
"z_vCijesFnp1zt9-sZkMmA",2.5,11.1428571428571,78,7
"Gepy89vtr6J2LFTb-dUPrQ",3,NA,NA,NA
"7B-xM_3t9NKebmkEodw3CQ",3.5,10,50,5
"-m3VtLuy5sEzpJoOU5zYUg",4.5,24,168,7
"9mYjIQ-9DKMuR8kM5M2gtw",4,10.6666666666667,64,6
"y5TdoIb0kddMn99Ahp206A",3.5,NA,NA,NA
"QIahrchu9mUW8DGZla8c7w",4.5,6,30,5
"WB1albu5FvNP16BAtTIIVg",1.5,NA,NA,NA
"CjCVFZurydHXPAM2Zu8NzA",1.5,15.1428571428571,106,7
"Ef9crW61OYp2UJ0ysi3nEw",3,NA,NA,NA
"v0KawuAO7clhXCDKobFs0g",3.5,NA,NA,NA
"9GA2gmLV4NX2oJkuz6fdcA",3,12.9166666666667,77.5,6
"8j_EeEC9dJgiG_2odE2zUA",3,NA,NA,NA
"0PVxodALQu-soL5J8bjerQ",3.5,21.4285714285714,150,7
"QqbZA4r5g1vCbOxOAKJgWg",4,12,72,6
"GZmpmQdY90Q4g-I5waNMGQ",3.5,NA,NA,NA
"PjpkK-BEMOuAxrmqFVxg5A",3,12.2857142857143,86,7
"hfSlIJ8FSLV85MzwsVE3Hw",4,12.4285714285714,87,7
"zBeUDwWx73QTZ34A1l0adQ",2,11.5714285714286,81,7
"zzBa0pQjM1gov00bXjYYXg",3.5,12.7142857142857,89,7
"wFLt8DNjXITHusXlyBCAOQ",2,11.2857142857143,79,7
"wE8OljxUdpI8UbhGay2Xgw",4,NA,NA,NA
"MKmxhIHTdJduU0FFMRdfqA",4.5,14.5714285714286,102,7
"rhEV5HowwKBXTopJIxsQEA",3,NA,NA,NA
"e6abKOxJ2CyEwXLq2tI-yQ",4,9.57142857142857,67,7
"E7TOyAtKL06CJp8SSM9WXg",2,17.8571428571429,125,7
"id_4VpPvd3zR0q_qhasUNQ",2.5,NA,NA,NA
"9M13M8YhFrKeLEG86xfWMw",4.5,NA,NA,NA
"f_3iYyGZCd8BMznQ4O8_2Q",3,NA,NA,NA
"8mbKCukydyekK0d4ZHVI0A",3.5,13,91,7
"JJi7c7uiTzCqeWNTsldgXQ",4,10.5,73.5,7
"yzk7eFQpQHnURDxHZZiXNg",4.5,10.5714285714286,74,7
"fmv6aWk3IJE-gyEr6ZfpTg",3.5,11.6428571428571,81.5,7
"9qPEpiKhl0V_RIbYziwJ_g",2,10.8571428571429,76,7
"Qs7X8UTwtp9SvtxvEP4hLg",5,12.2857142857143,86,7
"LGZXQsXEw5AS0P_fYXZc0A",3,12,84,7
"2VRVAhzefxIqjzbQ21LdHg",3.5,13.5714285714286,95,7
"2A9gJkmWbBVoh6kK0jDlxA",4,NA,NA,NA
"-LiVt5oFhC-AA4nCH77DjQ",4.5,8.28571428571429,58,7
"gV3nkisLw9gysk406HB2CQ",5,8,56,7
"FO2SNKF9I8mvTCAvbClJZQ",2,NA,NA,NA
"7mOWMhlibS62hedb1m5A3Q",4.5,9,63,7
"ZPAnqqAKLjg9uCN6Rk1lfg",4.5,9.85714285714286,69,7
"1Kg2YIYlNjzYb8EEgvYUtA",3.5,NA,NA,NA
"K04Pbn_5-xNidh0-xkI9vw",4,11,77,7
"44cJ95tT0rr08d0e5_wyMg",3.5,NA,NA,NA
"LZY382ncwmmYLVKUjB1SFg",3.5,NA,NA,NA
"hUCujBvgttk5jNh_uQwi2Q",4,10.5714285714286,74,7
"WcemqOjIhZYnHP7p3l0FLQ",3,15,105,7
"AidPnJXRWRgIG-Bt95rGdQ",4,11,77,7
"SvCjBtbN1cKElDKPTw9dOA",4,5.14285714285714,36,7
"adJc9AzAa-kM7PJFulokQQ",4,10.3333333333333,62,6
"Ef0WLuzSbnSuIKu5i-Z2_g",4,8.28571428571429,58,7
"CK-Gv3vqIlWOrKP4fhT8_g",4.5,12.0714285714286,84.5,7
"D9xr-6Io3hPOh5ZHFRVPTA",4.5,11.1428571428571,78,7
"xKbcJNaFoLziKm2JyfzfpA",3,12.7857142857143,89.5,7
"rOHLBGBcWzlxdvNI6squgQ",4,10.1428571428571,71,7
"RiScY8vqr0jVInlHZNLPig",2.5,NA,NA,NA
"iyorj-qjTu7rpLHvmx_EEg",4,15.5714285714286,109,7
"XT3dn-9UsGhiEy-_ZU_M_Q",4,9.66666666666667,58,6
"00pYR20Rbt8c1r86UNlBJg",4,9.5,57,6
"lhI9JnI3mhtNkntegi9jDg",3.5,NA,NA,NA
"Ltf3TUXESd0V9emwx8NXWA",4,15,105,7
"qtsrM6Xxh1LqxG0X6K6tuQ",4,11.2857142857143,79,7
"gMYIMk9hpkNKTbdfP0MYRQ",4.5,NA,NA,NA
"JVJ9v-gFH68m6hA1NyQmbg",2.5,10.5714285714286,74,7
"VN8mtUnFhroAbdUx2j20Rg",4.5,9.57142857142857,67,7
"Q3zZTpHQBSbiPq2lLaTtgw",3.5,9.92857142857143,69.5,7
"TLr_AFOnq4TK_qNGRQzloQ",2,NA,NA,NA
"cHTQwW-xsBVfuat5IL3dsg",3.5,10.7142857142857,75,7
"geytMDcETB3AwhATBbq6gQ",3.5,6.5,45.5,7
"2x9yQ6UEiZifHTbzY1ei9Q",3.5,9.57142857142857,67,7
"-2dlgoN1ass-zmrE5rqHGw",2,NA,NA,NA
"SWHp9td0gbD6bik51oh1cA",4.5,14.8571428571429,104,7
"6qXUxe5J948NMbEscW8qrw",1.5,11.5,69,6
"61-RtXOVQ-FbM20PLf8rug",3.5,15,105,7
"HWmUHzxX3JvXkW3qh0SUng",3.5,9.57142857142857,67,7
"tJKnNRV534BIoX18jjq_Zw",4.5,15,105,7
"0FPlueS5F6l5xIf8Zw8iEQ",4.5,NA,NA,NA
"F-X6fPKAPSoMShHXznxJfw",3.5,11,66,6
"pv-bAsIJc6s31dYHxjKpvQ",4.5,10.8571428571429,76,7
"1xEFOt8ArF0k4cpqWUk9gg",3,24,168,7
"MNmQ1s-zdjEgm3bdRs7iEw",3.5,10,70,7
"dvw21oJvQ4cZCaK9aferpA",4.5,12.2857142857143,86,7
"ntxi-hG9qbJwC24EbhT5jA",3,13.1428571428571,92,7
"7A6mfqSfG3AG3WZcr45m-Q",2,19,133,7
"2kE_CUc6tUR8FU5bjAO_Ag",4.5,9.66666666666667,58,6
"ymRZymBOg-UfK9cV3odjqw",3.5,7.14285714285714,50,7
"l5Jkkp-5EF07RrxrqiF6bA",2.5,11,77,7
"_EGWxiD27k3ahcFpmbSjQg",3.5,11.4285714285714,80,7
"5JpT-YazYAR1V8wRk4tV6g",3.5,NA,NA,NA
"mVbGnu5VsAG79b0fMoKItA",2,16.7142857142857,117,7
"1HtxtLaFgTeerAuF9Q5jRQ",3,11.2857142857143,79,7
"Wy22f6GIK_L00NmTv2LpWg",2,NA,NA,NA
"pEjXieTk_BuogUhuBTIn6w",4,11.3333333333333,68,6
"A21FJqt8jIE6w0hdzmvnmg",4,5.5,33,6
"5Y18eps2VRmnXaBgzoKW_A",3,NA,NA,NA
"aSDQk0wjskLdQRFg2TBt_A",3.5,9.35714285714286,65.5,7
"7wQXbUU2Mwvivg9wmBlrkg",3,NA,NA,NA
"gGeC3-QX-ZH1kxnpmUwQ9A",2.5,10.4285714285714,73,7
"BcLFIr4wtd3GQ3fnz15yDQ",4.5,11.0714285714286,77.5,7
"nsArgMbR3i7g90UVG1anjw",3.5,9.85714285714286,69,7
"L0d7r2zvjIaGCaj8fxJFRA",4,9.83333333333333,59,6
"pHDLRIG2Xu1_1mkGAbyEmw",3.5,13.1428571428571,92,7
"fg4tWjjvxUxBaMdKa0YAEw",3,9.83333333333333,59,6
"sKWPbBAEM-XP9U5N5E4fHQ",2,NA,NA,NA
"iRhB506lbc0kU5289zyHzg",3.5,15.2142857142857,106.5,7
"VSNUFYBQ_wOFmRXZ8SeQ4w",4.5,9.42857142857143,66,7
"BYgQM0YPdq_v8f-VXzmFdA",1.5,19,133,7
"MgrooJRP0xTRnndoSbvvfQ",3,11.8571428571429,83,7
"vGPc_edPblKZBQgg_tAoBA",4.5,NA,NA,NA
"ZC2em4oa1xTsGr5wnu7Z1A",4.5,NA,NA,NA
"lPQGg0x8UOAWD_08wZmfgA",4,7,28,4
"HiHUTSxpyKhQqLFti3Xnzw",3.5,6,42,7
"tLCDdztam3QQ0xdET2u5Yw",3.5,12.6428571428571,88.5,7
"mNAfMA0jhJmOXI4AMaNy0Q",2.5,NA,NA,NA
"wAcmbZyRSwp3td-4Z6BvWQ",3,10.9285714285714,76.5,7
"-WgUeWBmBR6l_6RFEPzzaw",3.5,NA,NA,NA
"OSLNYVnB69k6zO9jYzRPuA",3.5,14.4285714285714,101,7
"TCL-2Mi_mZyHjEO9haiD2A",3.5,NA,NA,NA
"vLGYQ96AjKV5zpW0q3795g",2.5,NA,NA,NA
"v43qggsvaezDlZSC_IGJIg",2.5,11.8571428571429,83,7
"3D6Uck9QSdxZKFstf5DGlg",5,NA,NA,NA
"Hg7A3RVz_J7PHGmEqPOsxA",3,NA,NA,NA
"X8KLsPEgLe4FuJwRU0tPag",4.5,10.6666666666667,64,6
"7TDAgfGK5duI3FoEFNTStg",2,18,126,7
"vm4XXJtH1NPQGQEm17kvHA",5,8,40,5
"iUYQXRqDY1O15wTZUJ-LjQ",3.5,16.3571428571429,114.5,7
"ZJjcyXWPg_d-jx7obAtitA",4.5,13.1428571428571,92,7
"AmfxemvV9w0uLWWCBRpVyA",4.5,NA,NA,NA
"uG1Whgf-AtEML0pQQp00Dg",3.5,11.7142857142857,82,7
"7j4JCwpULz9oYb2eQb2dNg",2.5,12,72,6
"YO8sWa0wYChH6DQWnE6NFg",3.5,8.5,59.5,7
"Ve6bA_jf9A7EWKXeyWf7PA",3.5,10.2857142857143,72,7
"MpxcquEP9071fZqd6O19IQ",3.5,NA,NA,NA
"lQ6sdPvGsmGJHZNx1LGbdw",4,NA,NA,NA
"Sn09Z4N9FpfoBbLBSJlB_A",4,NA,NA,NA
"fykyDLOPBKphKy9fmZ4Kgw",3.5,19.3571428571429,135.5,7
"5xv0xjcRUzP-Zb6CKBOceQ",2.5,11.9285714285714,83.5,7
"cPZ5ugSrVrqnqD5ZsJhnpA",3.5,NA,NA,NA
"cHcYk5bJn3Nh9ARJjQVq8Q",4.5,13.1071428571429,91.75,7
"wxcAGtkUYhC95MIOUK7gWQ",3.5,13,91,7
"C1gj-EqhSZ1BcCejDyV-fQ",2,14.2857142857143,100,7
"KY8J9dIOKD2vL0jdzUiuhg",4,9,63,7
"pajvV_6xebKIE7GBh4Z1xA",3.5,16.2857142857143,114,7
"J0xYZYdV1HvGn-wrOg757g",3.5,NA,NA,NA
"hV8LFG_UleDQFHvqzBPqPQ",3,NA,NA,NA
"grtRbOhjogmnTXToPwFoNQ",4,9,54,6
"F8C6rgTCNcJNzXqKU6K9SA",4,6.5,39,6
"ihsaBetrKcBSAO4pqqL4vA",4.5,6.4,32,5
"YVlNo_aIX0CNp4R7ZAKbFg",3,11.0714285714286,77.5,7
"7Q_s1O2Zu9N2DqQ1CL8LUg",4.5,7,42,6
"S_VE4sLb8Tu59VYIgwc5Sw",4,NA,NA,NA
"h5XqYtEmRuQ6yI0IyG6oNQ",4.5,9,63,7
"r6YlsmM53fDwbRNlNl-OUQ",3.5,NA,NA,NA
"lNVg4jtfTEIAtOkA_0aEPQ",4,12.1428571428571,85,7
"eF2jf-E5ktRQIh_4_-Jxsg",3.5,11.4285714285714,80,7
"wuEJ2XIM97g9iIhDRQYoYA",4.5,10.7857142857143,75.5,7
"FuT3Cp-uWLHzMTDi6vnwLQ",3,NA,NA,NA
"Gtc_AiDFXA4Hf2MXJXmsgQ",1.5,15.4285714285714,108,7
"CB2JSTFkUHeeFdvciBflzA",4.5,8,40,5
"8L7r3h-5ChToKTdlgH4Y5Q",5,NA,NA,NA
"nF5TXLMmC6IJgQxE9CEZPw",3,11.2857142857143,79,7
"mJ_ucQ2_3hfTsmCcKb-hgw",4,11.5714285714286,81,7
"g0vVEWvHbKBTvFYGyvhiSg",4,8.14285714285714,57,7
"N7j_rJ0Vlwb-Gf-6cy4uiw",2.5,12.7142857142857,89,7
"3fx50m708Tl3xJmSoDpRWQ",4,10.8571428571429,76,7
"Z0U46Uee8TNY_rZXqBeHjA",4,7.71428571428571,54,7
"K2C8dSx9215LLcIzHL959Q",4.5,4.83333333333333,29,6
"_4l36Tgbmoroh3udeXU-JA",1.5,NA,NA,NA
"OvDy9zJLGmfPgiKRUsIb4Q",4.5,NA,NA,NA
"NPfvR6JSz62ZeFPFai2dYw",3.5,NA,NA,NA
"WIlzuoVUtf_7qGmobv9SRA",3.5,10.1666666666667,61,6
"hBJ0SZwpCX5fvJPyxFy83Q",4,5.75,34.5,6
"-fTO9qRo70bblJmbNxOnag",3.5,11.75,70.5,6
"bywPKk3pvRBxwMWrFVD7Lw",4,9.28571428571429,65,7
"rlFEKTaUgQqN4O9ow3LO9w",4,12.1428571428571,85,7
"e_wiw1wi4MKm2Wnk08xiGw",1.5,16.8571428571429,118,7
"794S5anOvXONmkZ1n7Mu7Q",4,8.58333333333333,51.5,6
"X8iIth9ZEd2JNeQhmRbCeA",4.5,11.8571428571429,83,7
"pPyg8s0O8JB7bDCaCj398w",4.5,9.6,48,5
"SHHnB7GsNyA3y5dg-P-LMw",3,10.8571428571429,76,7
"rn0GU0mB6LYakXiky7JqLA",3,NA,NA,NA
"K-AvP-T--ZNRmyr0pU36Ng",3,12.1428571428571,85,7
"LyWqncqxFvMF3xSja22RCA",5,9.16666666666667,55,6
"xkbUCdXRQfKJ-mT3xmH8qQ",4,11,66,6
"LdYP5VXGBB4l_gypkLuzhQ",4,3,15,5
"3ybsKWA03f16v4OPC0jApg",5,7.5,37.5,5
"IgK6pMqEJ7vQS2-2qMl2vw",4,11.2857142857143,79,7
"1FqQ0L--8sviAKNR97K5UA",3.5,NA,NA,NA
"pc1hCh6Y6UKuyUHqqg1kTw",3.5,NA,NA,NA
"Aec2zpXw8O5bsO3qEG5NZQ",3.5,NA,NA,NA
"m7VYGZ0dAPuliuUlxzGIjw",4.5,11.2857142857143,79,7
"i7TFQpKD-xBFkJTea9LASQ",4.5,8,32,4
"JXf04dg9EBlkQFs5hf4QeQ",4,11.2857142857143,79,7
"glKJGrTjFFky9USreDxUaA",5,8.9,44.5,5
"oV70qMi0YsuSKcByW4VefQ",2,NA,NA,NA
"kDqgPRL75KG4lBxJsYUJlw",3.5,11.5714285714286,81,7
"dSwOo43YKAIvp0PjNXdW2g",3,18,126,7
"EsxEgEx9ZBzNqrgHf2pDqg",4.5,11.7142857142857,82,7
"UUo3yws6zY3OAEVZbirn4g",4,7.07142857142857,49.5,7
"qV3z3lBATCdLgV7VslQ-hA",4.5,10.1666666666667,61,6
"Rux4-v3zqD5lxCqrSa9Ewg",4.5,10.8333333333333,65,6
"MskQyUSHvBEEtztwwOqsug",4,9,63,7
"YrFYBMWnRWkRpy9XyMfMRw",3,13.1428571428571,92,7
"Cx5j8-4ZtK9teAcIAOmvzA",2.5,15,105,7
"OnAzbTDn79W6CFZIriqLrA",2.5,14.2857142857143,100,7
"vblct6rMen0wyOqGEy-pNQ",2.5,11,77,7
"No7l4LinY1tu-bCL97qi1A",3.5,NA,NA,NA
"K3lYaKPdaBim-LCOcmi6Jg",4,10.2857142857143,72,7
"B_cpVEOqXH5ykirjT5IBRg",4.5,10.5,63,6
"x04vQxJuYs3p4RtxlagWQA",4,11.5,80.5,7
"V2KKEJ9GF5D-4ykRJMnSaA",4,NA,NA,NA
"5cUe64NtfCB-nNe-ZRxstg",4,12.4285714285714,87,7
"uEqkWCzfywBb8hCHhTquIA",3,11,77,7
"HtQmm4EyS8lYXPYNYSWXdg",3.5,6.14285714285714,43,7
"HtmxkN4srLQu2zIa-4-7_w",4,8.42857142857143,59,7
"3cwgVNwiVX3gVw2tsgIaWw",4,NA,NA,NA
"Sq7BouKjTovLesy6qewv5A",3.5,10.2857142857143,72,7
"2ERnU_ihjdwusbdlXSf3gg",3.5,9,54,6
"3frFidAcPVYAFB2RxxkIdA",3,NA,NA,NA
"dUqWP5lD4ubaNahijWJ_YQ",3.5,12.1428571428571,85,7
"5wr_UtUUdF8L2UlaD1DhNQ",3.5,NA,NA,NA
"iShOjmJxkLO-z9Y2HU8evg",3,10.8571428571429,76,7
"s0HXXbiItSvVQBLvyckeRA",3,NA,NA,NA
"IMU524Ze7yHf8gc7R-SYUA",3.5,NA,NA,NA
"2jwpM5qhFCf8rpW1LeG7lA",3,11,77,7
"O8LGIntnNi4tgMyPQT2myg",3.5,15,105,7
"_0W9-Gkjkcct8vcStBU7iQ",3.5,11.8571428571429,83,7
"BvJD3TvjGFVuJMuZ5D6FUA",3.5,14.7142857142857,103,7
"Jw9mNU1ibHioRdyGFTafYg",3.5,15.3333333333333,92,6
"xhPdBbduivnHYTnoM0K1Bg",4,8.5,51,6
