"business_id","X","address","attributes","categories","city","hours","is_open","latitude","longitude","name","postal_code","review_count","stars","state","topicindex"
"HKExCPp1uxyQY1jlfYAhkA",4432,"75 S 17th St","{'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'False', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True'}","Barbeque, Restaurants","Pittsburgh","{'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,40.4293613,-79.9817741,"The South Side BBQ Restaurant",15203,14,3.5,"PA",2
"HkhmrEG8I3crc7pVVblyQw",2800,"606 Main St","{'BusinessAcceptsCreditCards': 'False', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsReservations': 'False', 'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'Corkage': 'False', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'none'""}","Ethnic Food, Restaurants, Food, Specialty Food, Indian, Pakistani","Pittsburgh","",0,40.494919,-79.935558,"Sree's Foods,branch3",15215,3,4.5,"PA",3
"HKzPwCmhz8sLDVCFQzmqUw",2380,"112 3rd St","{'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'False'}","Auto Repair, Restaurants, Automotive","Mc Donald","",1,40.3685589,-80.2375392,"Hart's Restaurant & Lounge",15057,3,2.5,"PA",1
"HM8zaHcswoJWqIsePnxW7A",3416,"936 Penn Ave","{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WiFi': ""'free'""}","Food, Ice Cream & Frozen Yogurt, Desserts","Pittsburgh","{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-19:0'}",0,40.4441430405,-79.9967479999,"Ben & Jerry's",15222,36,3,"PA",3
"HmFmaoQ1LrjvNZJSy-R7Iw",83,"4614 Liberty Ave","{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True'}","Beer, Wine & Spirits, Food","Pittsburgh","",0,40.4621046,-79.9504294,"Palanzos Beer Distributor",15224,5,4.5,"PA",1
"hMH0K8ASyvUcK1dhvIRC-A",905,"333 Butler St","{'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False'}","Food, Coffee & Tea","Etna","{'Monday': '0:0-0:0', 'Tuesday': '6:0-16:0', 'Wednesday': '6:0-16:0', 'Thursday': '6:0-16:0', 'Friday': '6:0-19:0', 'Saturday': '7:0-16:0', 'Sunday': '8:0-15:0'}",1,40.4962795,-79.9447659,"The Shiny Bean",15223,10,4.5,"PA",3
"HmI9nhgOkrXlUr6KZGZZew",1365,"4759 Liberty Ave","{'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'RestaurantsGoodForGroups': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'GoodForKids': 'True', 'NoiseLevel': ""u'quiet'"", 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Sandwiches, Italian, Food, Mexican, Breakfast & Brunch, Restaurants, Diners","Pittsburgh","{'Tuesday': '8:0-12:0', 'Thursday': '8:0-12:0', 'Saturday': '8:0-12:0', 'Sunday': '8:0-12:0'}",1,40.4612963,-79.9481126,"Rocky's,branch1",15224,16,3,"PA",1
"hMKGFZMmho5frQThLUJDLQ",3364,"200 Mall Circle Dr","{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'BikeParking': 'True', 'Caters': 'False'}","Juice Bars & Smoothies, Bubble Tea, Food","Monroeville","{'Monday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-18:0'}",1,40.4294161422,-79.7963646054,"InsaniTea",15146,14,4.5,"PA",3
"hmSRCzL7OHm-TKR4jHzdBg",1724,"3704 Greensprings Ave","{'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True'}","Restaurants, Comfort Food","West Mifflin","{'Monday': '7:0-0:0', 'Tuesday': '7:0-0:0', 'Wednesday': '7:0-0:0', 'Thursday': '7:0-1:30', 'Friday': '7:0-1:30', 'Saturday': '7:0-1:30'}",1,40.3918374,-79.8848141,"Homeville Trolley Stop",15122,4,3.5,"PA",1
"hMTzciZhfmugG2EVAPANcg",4339,"4976 Library Rd","{'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'quiet'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'False', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Chinese, Restaurants","Bethel Park","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '15:30-21:0'}",1,40.3429128,-80.0273109,"Golden Wok Inn",15102,16,3,"PA",5
"HNbX93hyrua2p6LO4IwdHA",950,"1690 Cochran Rd","{'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'DriveThru': 'True', 'Alcohol': ""'none'"", 'HasTV': 'False'}","Mexican, Restaurants, Fast Food, Tex-Mex","Pittsburgh","{'Monday': '6:0-3:0', 'Tuesday': '6:0-3:0', 'Wednesday': '6:0-3:0', 'Thursday': '6:0-3:0', 'Friday': '6:0-3:0', 'Saturday': '6:0-3:0', 'Sunday': '6:0-3:0'}",1,40.391243,-80.060459,"Taco Bell,branch5",15220,15,2.5,"PA",1
"hNCKIrMJSacjMiWVwRb_YQ",1879,"3621 Forbes Ave","{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""'average'"", 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'Caters': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'DogsAllowed': 'False', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'""}","Barbeque, Salad, Gluten-Free, Pizza, Hawaiian, Vegan, Restaurants","Pittsburgh","{'Monday': '0:0-0:0', 'Tuesday': '10:30-23:0', 'Wednesday': '10:30-23:0', 'Thursday': '11:0-23:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-23:0'}",1,40.4411185,-79.9578237,"Lotsa Stone Fired Pizza",15213,42,3.5,"PA",4
"hnDQ_L_1IjCUVUA_G19sew",281,"1742 Greensburg Ave","{'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'HasTV': 'False', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'loud'"", 'GoodForKids': 'False', 'Caters': 'False', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True'}","Restaurants, Pizza","North Versailles","",1,40.3872535,-79.8214656,"Little Caesars,branch2",15137,6,3,"PA",1
"hNmSL-HfN_IdPlWXP1ILEw",72,"3832 Penn Ave","{'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'False', 'BikeParking': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True'}","Mediterranean, Sandwiches, Delis, Restaurants, Pizza","Pittsburgh","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-19:0'}",0,40.4645039,-79.9602215,"New Way Gourmet",15201,9,4.5,"PA",1
"hnWO0q9Mob9NNPXGeYyi5A",3106,"220 5th Ave","{'NoiseLevel': ""u'quiet'"", 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'Caters': 'False', 'RestaurantsDelivery': 'False', 'HasTV': 'False', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '3'}","Delis, Restaurants","Pittsburgh","{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0'}",0,40.4407975,-80.0016781,"Mattiniero",15222,5,3,"PA",3
"HnYIhqta4432AsqGBcSlfg",3577,"504 Park Ave","{'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForKids': 'False', 'RestaurantsDelivery': 'False'}","Barbeque, Nightlife, Restaurants, American (Traditional), Bars","Elizabeth","{'Monday': '12:0-2:0', 'Tuesday': '12:0-2:0', 'Wednesday': '12:0-2:0', 'Thursday': '12:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}",1,40.272121,-79.8721868,"The Rib Crib",15037,6,3.5,"PA",2
"HO1nuPD5-m7swsxJn4g7rg",755,"501 Braddock Ave","{'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True'}","Bakeries, Desserts, Chocolatiers & Shops, Food, Specialty Food","Turtle Creek","{'Monday': '8:30-17:30', 'Tuesday': '8:30-17:30', 'Wednesday': '8:30-17:30', 'Thursday': '8:30-17:30', 'Friday': '8:30-17:30'}",1,40.4027538,-79.8300463,"Apple Cookie & Chocolate Company",15145,4,5,"PA",3
"hO2ozmbSGYbWbp1_KWPqRw",4238,"360 Curry Hollow Rd","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Donuts, Coffee & Tea, Food","Pleasant Hills","",1,40.3359229,-79.9744622,"Dunkin Donuts,branch30",15236,15,3.5,"PA",1
"hODnmsq1kK6eA0VLbFQOVw",1324,"4976 McKnight Rd","{'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForDancing': 'False', 'CoatCheck': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'free'"", 'HappyHour': 'True', 'BikeParking': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsTakeOut': 'True'}","Nightlife, Gluten-Free, Restaurants, Bars, Italian, Cocktail Bars","Pittsburgh","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}",1,40.5313703051,-80.009091914,"BRAVO! Cucina Italiana,branch2",15237,64,3,"PA",4
"hOoM1--DNrkTzWJXJxQfEg",2791,"200 Swiss Way","{'WiFi': ""'no'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'False', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Food, Ice Cream & Frozen Yogurt","Elizabeth","{'Monday': '15:0-21:30', 'Tuesday': '15:0-21:30', 'Wednesday': '15:0-21:30', 'Thursday': '15:0-21:30', 'Friday': '15:0-21:30', 'Saturday': '12:0-21:30', 'Sunday': '12:0-21:30'}",1,40.2805847,-79.8355291,"Krum's Creamery",15037,6,5,"PA",3
"hOv0yRX4Km89-7vJuzPteg",17,"328 Atwood St","{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'very_loud'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'True'}","Cafes, Nightlife, Restaurants, Bars, Pubs","Pittsburgh","",0,40.438875,-79.955248,"Spice Cafe",15213,7,4.5,"PA",2
"HoWQT2R2mZeeGFChK3gSWw",145,"405 Lincoln Ave","{'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Cupcakes, Bakeries, Food","Pittsburgh","{'Tuesday': '12:0-18:0', 'Wednesday': '12:0-18:0', 'Thursday': '12:0-18:0', 'Friday': '12:0-18:0', 'Saturday': '12:0-18:0'}",1,40.4940284,-80.0528593,"Cake It Easy",15202,3,4.5,"PA",3
"hOYHvwMm2Y-6iKvpaDZrJw",1517,"2709 Leechburg Rd","{'BikeParking': 'False', 'Alcohol': ""'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'NoiseLevel': ""'average'"", 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False'}","Local Flavor, American (Traditional), Restaurants, Diners","Lower Burrell","{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '7:0-15:0', 'Sunday': '7:0-15:0'}",0,40.5910643591,-79.7363891294,"Crouse's Family Diner",15068,7,2.5,"PA",1
"HoyTNkO1GFNx-FXeK5tD5A",3165,"1701 Lincoln Hwy","{'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True'}","Restaurants, Cinema, American (Traditional), Arts & Entertainment, Nightlife, Bars, Sports Bars","North Versailles","{'Monday': '4:0-0:0', 'Tuesday': '4:0-0:0', 'Wednesday': '4:0-0:0', 'Thursday': '4:0-0:0', 'Friday': '12:0-1:30', 'Saturday': '12:0-1:30', 'Sunday': '12:0-0:0'}",1,40.372207,-79.78571,"Flix sports bar",15137,4,2,"PA",2
"Hpb4Sayep_3Ccd-35ww1hw",907,"8402 University Blvd","{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""'full_bar'"", 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""'quiet'"", 'GoodForKids': 'False', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True'}","American (New), Restaurants","Coraopolis","",1,40.509103,-80.2244617,"Jacksons Restaurant",15108,35,3,"PA",2
"HPX1pRtWInt_UVtfld-zsQ",1345,"1501 Preble Ave, Fl 1","{'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'WiFi': ""'free'"", 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'Caters': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'BikeParking': 'True'}","Food, Bakeries, Restaurants, Coffee & Tea, Cafes","Pittsburgh","{'Monday': '0:0-0:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0'}",1,40.4544720399,-80.0324073579,"Chateau Caf¡Ì? & Cakery",15233,49,4,"PA",1
"hpX2k1MvzRAF8naLfaUYWA",4520,"483 Center Ave","{'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True'}","Restaurants, Food, Specialty Food, Meat Shops, Delis, Italian","Verona","{'Monday': '10:0-17:30', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-17:0'}",1,40.5066445179,-79.83949,"Patsy's Market",15147,7,4.5,"PA",1
"hpzqGatuwaVra2ayw7WWrQ",1904,"Mall Circle Dr, Unit 703-A","{'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'loud'"", 'Alcohol': ""'full_bar'"", 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'RestaurantsDelivery': 'False', 'WiFi': ""'no'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'False', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'DriveThru': 'False'}","Burgers, Restaurants, American (Traditional)","Monroeville","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",1,40.4324714,-79.7512033,"Red Robin Gourmet Burgers,branch2",15146,47,2.5,"PA",2
"hQ551hmTLbxTuMRXYGRJJg",4418,"4871 Clairton Blvd","{'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'DogsAllowed': 'False', 'RestaurantsTableService': 'False', 'OutdoorSeating': 'True', 'Alcohol': ""'none'"", 'Caters': 'True', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True'}","Restaurants, Barbeque, American (Traditional), Southern","Pittsburgh","{'Tuesday': '11:30-20:0', 'Wednesday': '11:30-20:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-20:0', 'Sunday': '11:30-19:0'}",1,40.3494878204,-79.9756316,"Spilly's Bar-B-Q",15203,37,4.5,"PA",2
"hqAmmu4_vMGFSZwGauMAUg",3800,"3446 5th Ave","{'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Restaurants, Desserts, Food, Ice Cream & Frozen Yogurt","North Versailles","{'Monday': '13:0-22:0', 'Tuesday': '13:0-22:0', 'Wednesday': '13:0-22:0', 'Thursday': '13:0-22:0', 'Friday': '13:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}",1,40.3669264302,-79.8190429155,"Arctic Avenue",15137,6,5,"PA",3
